Painting,Representational,BeautyRating_M,BeautyRating_SD,Liking_M,Liking_SD,Saturation,Brightness,HueSD,SaturationSD,BrightnessSD,RedLum,GreenLum,BlueLum,Luminance,AdjustedRedLum,AdjustedGreenLum,AdjustedBlueLum,Entropy,StraightEdgeDensity,NonStraightEdgeDensity,Meaningfulness,Complexity,Emotion,ColourWarmth,Vertical_Symmetry,Horizontal_Symmetry,Average_Symmetry,VerticalGrayscale_Symmetry,HorizontalGrayscale_Symmetry,AverageGrayscale_Symmetry,ColourComponent,Beauty
59.jpg,0,3.25,2.32,4.9778,2.5804,0.237394703492572,0.843558195316961,0.875665703576472,0.101705062874451,0.107458260435824,210.95,175.22,168.41,185.15,1.13934647583041,0.946367809883878,0.909586821496084,6.33323318034968,0.0091,0.143500000000000,3.42,4.08,4.69387755102041,6.20833333333333,0.9857,0.9825,0.9841,0.9915,0.9899,0.9907,-0.291568158,3.0
60.jpg,0,3.6,2.1,4.2222,2.2652,0.201795171883811,0.624898269896194,0.614167234882712,0.194773687701107,0.207462289551173,136.81,142.98,157.65,142.81,0.95798613542469,1.00119039282963,1.10391429171627,6.4367192011091,0.0218,0.039900000000000,3.56,3.52,3.8125,3.72916666666667,0.8808,0.929,0.9049,0.874,0.9291,0.9015,0.826769711,1.0
61.jpg,0,4.62,1.7,3.9318,2.2036,0.402437611462695,0.462145634423983,1.60569410957323,0.268034596415637,0.19631540889063,105.9,101.23,84.29,100.72,1.05142970611597,1.00506354249404,0.836874503574265,7.47162355028784,0.0432,0.129900000000000,3.28,3.34,3.73469387755102,5.5,0.8183,0.8087,0.8135,0.8588,0.8537,0.8562,0.174901863,5.0
62.jpg,0,4.63,2.37,4.8,2.1277,0.355719878879886,0.573090621308764,0.172576549369517,0.171852040586491,0.17108931911523,146.12,124.98,99.96,128.45,1.13756325418451,0.972985597508758,0.778201634877384,7.18711869716701,0.049,0.096800000000000,4.44,5.68,4.57142857142857,5.0625,0.9221,0.8881,0.9051,0.9256,0.8911,0.9084,-0.338423606,5.0
63.jpg,0,4.42,2.0,4.3889,2.0739,0.228450346969841,0.470029340892984,1.4122462949189,0.198362864265366,0.267633728880266,112.05,91.07,92.63,97.52,1.14899507793273,0.933859721082855,0.949856439704676,7.03515168725951,0.0448,0.025200000000000,3.84,5.26,4.16326530612245,5.83333333333333,0.786,0.8018,0.7939,0.8166,0.8274,0.822,-0.327243389,2.0
64.jpg,0,4.33,1.9,3.6667,2.4402,0.317234328860637,0.504901815541031,0.192203577595027,0.129943445191312,0.235853801645575,128.72,107.24,89.83,111.7,1.15237242614145,0.960071620411817,0.80420769919427,7.683956549716,0.0426,0.115800000000000,4.64,5.62,4.63265306122449,4.4375,0.828,0.8302,0.8291,0.8309,0.8331,0.832,-0.413037422,2.0
65.jpg,0,4.98,2.35,4.6957,2.3273,0.394252210540483,0.66843574879227,0.395205298941836,0.144558488335527,0.08536552206214,167.4,157.13,104.54,154.32,1.08475894245723,1.01820891653707,0.677423535510627,6.36465878618906,0.0229,0.106900000000000,3.54,4.24,3.91836734693878,5.27083333333333,0.9861,0.9808,0.9835,0.9923,0.9888,0.9906,-0.090250273,2.0
66.jpg,0,4.41,1.61,4.0,2.2211,0.606947227165313,0.62688250493996,0.797021548955111,0.229575408913285,0.170618982580494,155.08,84.85,72.36,104.47,1.48444529530009,0.812194888484732,0.692639035129702,7.31489748153071,0.0466,0.044100000000000,3.42,4.6,4.30612244897959,6.89583333333333,0.8581,0.8413,0.8497,0.8715,0.8655,0.8685,-2.35298344,4.0
67.jpg,0,3.81,2.03,3.7174,2.1875,0.389631599197932,0.59382303527309,0.570861379662819,0.107002827683816,0.285441125235058,144.21,139.08,99.07,136.1,1.05958853783982,1.02189566495224,0.727920646583395,6.28880642504668,0.017,0.061400000000000,3.14,2.46,3.24489795918367,4.29166666666667,0.7786,0.8798,0.8292,0.795,0.8885,0.8418,0.079254675,1.0
68.jpg,0,4.73,1.85,4.6364,2.047,0.099200774373321,0.780935429547194,0.754171815113236,0.102550286906936,0.202258618472205,196.4,194.52,185.37,194.04,1.01216244073387,1.00247371675943,0.955318491032777,6.20332545016631,0.0208,0.050100000000000,4.58,4.46,4.22448979591837,3.85416666666667,0.9768,0.9431,0.9599,0.977,0.9426,0.9598,0.453071024,3.0
69.jpg,0,4.8,2.31,4.7333,2.5352,0.054879195786025,0.841552861952859,0.714731429635153,0.070763561924607,0.227408015407981,207.01,208.02,214.45,208.44,0.993139512569564,0.997985031663788,1.02883323738246,6.49438732896339,0.0161,0.046400000000000,4.68,3.92,4.53061224489796,3.1875,0.9297,0.9522,0.9409,0.9282,0.9513,0.9398,0.594368313,5.0
70.jpg,0,3.2,2.42,4.2826,2.7379,0.037600027755833,0.579317933753136,0.832760257749687,0.052515152522234,0.35137032883159,146.28,147.59,144.4,146.86,0.996050660492986,1.004970720414,0.983249353125425,6.84037748674626,0.0154,0.075700000000000,4.7,4.02,4.69387755102041,3.3125,0.7978,0.8567,0.8272,0.7983,0.8576,0.828,0.555334966,5.0
71.jpg,0,5.67,1.94,5.3333,2.664,0.04258102214062,0.713463410576351,1.70340786935317,0.080765652078436,0.196148765485518,179.61,179.68,179.6,179.66,0.999721696537905,1.00011132138484,0.999666035845486,6.23859413412516,0.0121,0.082900000000000,3.82,4.06,3.53061224489796,3.4375,0.9404,0.9247,0.9325,0.9401,0.924,0.932,0.542919496,7.0
72.jpg,0,3.38,2.04,5.3778,2.2186,0.339518203976548,0.644778802331743,0.524462062360637,0.158752133682998,0.155618994413328,163.55,127.05,109.16,135.96,1.20292733156811,0.934466019417476,0.802883200941453,7.08264336169143,0.0311,0.083900000000000,4.8,5.58,4.16326530612245,5.29166666666667,0.9541,0.9453,0.9497,0.9569,0.9606,0.9587,-0.70175155,6.0
73.jpg,0,4.2,2.29,4.9111,2.2444,0.158594164729845,0.545426688731758,0.849432563112113,0.092010248845883,0.178205611833904,137.44,124.2,121.56,127.88,1.07475758523616,0.971223021582734,0.950578667500782,7.31892815131688,0.0268,0.050800000000000,4.06,3.84,3.91836734693878,4.39583333333333,0.921,0.9178,0.9194,0.9184,0.912,0.9152,0.093331719,5.0
74.jpg,0,3.23,2.07,5.2667,2.1888,0.05916622522084,0.706185599485696,0.529161499185657,0.045826956131439,0.168827819363645,179.76,176.73,171.19,177.01,1.01553584543246,0.998418168465058,0.967120501666573,7.03906854723715,0.0437,0.060000000000000,4.88,4.58,4.73469387755102,3.27083333333333,0.9783,0.9538,0.966,0.9788,0.9554,0.9671,0.438842561,6.0
75.jpg,0,4.23,2.43,4.4545,2.6541,0.164400990756641,0.300786289949051,0.415751467877809,0.165062829659042,0.224975527593587,76.5,72.57,68.82,73.29,1.04379860826852,0.990176013098649,0.939009414654114,7.1801987633086,0.0374,0.088300000000000,4.44,7.16,5.22448979591837,3.0625,0.6315,0.682,0.6568,0.6341,0.6838,0.6589,0.26986111,1.0
76.jpg,0,4.22,2.34,4.6591,2.6143,0.177487841951593,0.487517286698463,0.287352993858513,0.152120610147016,0.320665294542726,124.29,117.34,110.27,118.63,1.04771137149119,0.989125853494057,0.929528786984743,7.55274415677883,0.042,0.050400000000000,3.8,4.94,4.89795918367347,4.125,0.8394,0.8047,0.822,0.8415,0.8065,0.824,0.23803021,7.0
77.jpg,0,3.61,2.04,4.6522,2.121,0.26293134203079,0.62707249119487,0.983042021660532,0.132746899553137,0.157682225077742,154.92,141.64,122.31,143.43,1.08010876385693,0.987520044621069,0.852750470612842,7.09364060923818,0.0199,0.107500000000000,4.1,5.62,4.42857142857143,4.875,0.939,0.9388,0.9389,0.9474,0.944,0.9457,0.019745489,2.0
78.jpg,0,3.49,2.04,5.3333,2.4027,0.072821609535439,0.650504159239453,1.88291884594992,0.049798409527012,0.142238327593418,159.23,161.34,160.29,160.59,0.991531228594557,1.00467027834859,0.998131888660564,7.19481206114891,0.0497,0.074200000000000,4.52,6.24,4.6530612244898,3.3125,0.9531,0.9584,0.9558,0.9539,0.9581,0.956,0.589345783,7.0
79.jpg,0,4.53,2.1,4.7333,2.5262,0.318561155777944,0.636447817137904,1.32768689442836,0.172329893389481,0.147131298541218,129.83,126.42,147.95,129.87,0.999691999692,0.973434973434973,1.13921613921614,7.39690933407565,0.0215,0.089100000000000,4.46,5.06,4.69387755102041,4.1875,0.9549,0.9313,0.9431,0.9555,0.9425,0.949,0.607316969,7.0
80.jpg,0,5.04,1.77,3.9773,2.4063,0.414034197308105,0.629776233570351,1.251440464889,0.197803683970517,0.180653144924473,133.91,130.91,105.39,128.91,1.03878675044605,1.01551470017842,0.817547125901792,6.80390782371108,0.0176,0.087600000000000,3.08,4.0,3.44897959183673,5.8125,0.872,0.8501,0.8611,0.9174,0.9287,0.923,0.239780708,5.0
81.jpg,0,5.57,1.6,5.6667,2.4027,0.37395013065814,0.419414195867026,0.920467165139819,0.235729145386853,0.162593229939766,75.36,90.59,103.65,87.51,0.861158724717175,1.03519597760256,1.18443606444978,7.3861613430692,0.0292,0.104500000000000,4.84,5.88,4.87755102040816,3.39583333333333,0.86,0.8265,0.8432,0.8564,0.8129,0.8346,1.414911528,7.0
82.jpg,0,2.84,2.04,4.0682,2.2762,0.558980072100925,0.687200392156861,1.20451070212411,0.305669599129303,0.281845424427901,159.46,114.07,96.03,125.67,1.26887880958065,0.907694756107265,0.764144187156839,7.05459836671601,0.0623,0.003100000000000,3.94,6.68,4.26530612244898,6.85416666666667,0.7351,0.734,0.7346,0.7649,0.7604,0.7627,-1.098105649,1.0
83.jpg,0,5.75,2.12,4.7111,2.222,0.562995357941135,0.747778116330463,1.43951771101265,0.421048334702639,0.111399619823107,181.1,146.53,95.04,151.25,1.19735537190083,0.968793388429752,0.628363636363636,7.13782485119068,0.0285,0.029700000000000,3.82,3.36,4.30612244897959,6.91666666666667,0.8438,0.859,0.8514,0.9252,0.9402,0.9327,-0.76172982,1.0
84.jpg,0,3.77,2.02,4.9556,2.7048,0.32670496809712,0.712405849119308,0.782715179591309,0.261173241049511,0.251229227801538,173.26,161.33,136.08,162.05,1.0691761801913,0.995556926874421,0.839740820734341,7.39596602283869,0.0536,0.039100000000000,4.74,6.2,4.06122448979592,5.6875,0.8223,0.8321,0.8272,0.8423,0.8497,0.846,0.075800083,2.0
85.jpg,0,4.44,2.05,3.913,2.2884,0.621386117654562,0.496600183823529,1.34141424934988,0.262580762999582,0.226710769326253,112.69,78.87,62.89,87.24,1.29172397982577,0.904057771664374,0.720884915176525,7.42421067284321,0.0361,0.068800000000000,4.66,5.48,4.55102040816327,6.875,0.7351,0.7336,0.7343,0.8109,0.8262,0.8186,-1.249560583,6.0
86.jpg,0,3.57,2.03,4.9348,2.6617,0.125408806158062,0.767689215686274,0.877542010382813,0.147448426581829,0.183142222423223,193.3,182.53,178.47,185.3,1.04317323259579,0.985051268213707,0.963140852671344,6.73877633634256,0.0369,0.062500000000000,5.48,4.58,3.87755102040816,4.125,0.9751,0.9588,0.967,0.9753,0.9602,0.9678,0.279560707,5.0
87.jpg,0,3.35,2.41,5.0,2.7136,0.365286569142969,0.281031270836865,0.365880586835044,0.130115762914458,0.074673714088591,71.26,60.53,44.04,61.87,1.15176983998707,0.978341684176499,0.711815096169387,5.77341254182476,0.0245,0.070800000000000,4.98,5.64,3.93877551020408,4.08333333333333,0.967,0.9507,0.9588,0.9738,0.9589,0.9664,-0.450388181,6.0
88.jpg,0,3.57,2.26,4.5111,2.4367,0.440682320880075,0.660879555389034,1.52781454890104,0.243990346726335,0.119126742477733,153.75,122.71,106.27,130.19,1.18096628005223,0.942545510407865,0.81626853060911,6.80637193584204,0.0694,0.084500000000000,4.66,6.3,3.81632653061224,6.3125,0.9088,0.915,0.9119,0.9615,0.9619,0.9617,-0.573996526,5.0
89.jpg,0,3.11,1.88,4.3478,2.4241,0.447114118295132,0.167365279770446,0.939663604637776,0.223401625134961,0.096576646630134,29.81,40.07,38.57,36.83,0.809394515340755,1.08797176215042,1.04724409448819,6.15974492469542,0.0451,0.029700000000000,3.82,3.64,3.46938775510204,3.75,0.7282,0.7099,0.7191,0.7468,0.724,0.7354,1.647111268,3.0
90.jpg,0,4.26,2.04,3.913,2.4205,0.329905219876209,0.207768013229389,0.979483059154258,0.144315169012909,0.05334445983137,39.44,50.33,47.1,46.71,0.844358809676729,1.0774994647827,1.00834938985228,5.57001432388388,0.0466,0.079100000000000,3.5,4.6,3.59183673469388,3.47916666666667,0.9192,0.9167,0.9179,0.9389,0.9373,0.9381,1.429790013,2.0
91.jpg,0,3.68,2.15,5.1111,2.3377,0.906615778025164,0.271290614508831,1.2499402387763,0.12300244924058,0.213651819686567,43.01,36.85,18.89,36.68,1.17257360959651,1.0046346782988,0.514994547437296,6.08225316182838,0.0138,0.036600000000000,6.36,2.94,4.6530612244898,6.91666666666667,0.6981,0.4791,0.5886,0.8366,0.76,0.7983,-0.663798233,6.0
92.jpg,0,3.42,2.09,5.413,2.1037,0.087449125250461,0.780483707297351,1.08069700585861,0.138636144004846,0.114583812355035,187.38,192.29,196.97,191.34,0.979303857008467,1.00496498379847,1.02942406187938,6.3029499511845,0.007,0.016700000000000,4.0,3.84,4.3265306122449,3.52083333333333,0.978,0.978,0.978,0.978,0.9789,0.9784,0.673583376,1.0
93.jpg,0,3.46,2.03,5.9565,1.9995,0.519632881221923,0.668032292810456,0.175256290404513,0.39386969231731,0.25285793665093,100.39,140.15,170.21,131.6,0.762841945288754,1.06496960486322,1.29338905775076,7.4217776206258,0.0278,0.024100000000000,4.34,3.36,5.24489795918367,2.54166666666667,0.8715,0.889,0.8803,0.8685,0.8939,0.8812,2.027290087,5.0
94.jpg,0,2.94,1.75,4.0652,2.294,0.565443052829905,0.603033790849673,1.52657702647477,0.310803418377197,0.326101263157354,138.26,119.25,85.5,121.21,1.14066496163683,0.983829717020048,0.705387344278525,6.59337697059678,0.0469,0.000900000000000,4.62,4.76,3.3265306122449,5.79166666666667,0.7339,0.7477,0.7408,0.7868,0.8197,0.8032,-0.398585161,1.0
95.jpg,0,3.53,2.34,4.8444,2.4117,0.276548732632717,0.452793078380177,0.769794926459214,0.104816550776876,0.151789945125464,111.63,86.14,92.63,94.5,1.18126984126984,0.911534391534392,0.98021164021164,7.13434779554117,0.0284,0.111700000000000,4.5,4.58,4.79591836734694,4.79166666666667,0.8897,0.9194,0.9045,0.8864,0.9214,0.9039,-0.497265523,3.0
96.jpg,0,3.63,1.95,5.6889,2.3915,0.203534540928751,0.628188045029333,0.278992120857228,0.112836291868786,0.183457473465214,132.78,136.05,160.16,137.83,0.963360661684684,0.987085540158166,1.16201117318436,7.55324262837601,0.0075,0.157300000000000,4.5,3.76,5.14285714285714,2.8125,0.9556,0.9479,0.9517,0.9525,0.9438,0.9481,0.821419321,4.0
97.jpg,0,3.04,2.0,4.3111,2.401,0.788509300837039,0.929294420763472,0.068551662145241,0.164866776790311,0.069423282630418,236.97,156.43,50.56,168.98,1.40235530832051,0.925730855722571,0.299207006746361,6.27537857014181,0.0093,0.076300000000000,4.66,3.54,4.40816326530612,7.25,0.9937,0.95,0.9718,0.9948,0.9843,0.9896,-2.08845448,7.0
98.jpg,0,3.32,2.54,4.6667,2.5495,0.294927805852989,0.434672214251555,0.520575770494723,0.111821301684619,0.161900525256348,90.72,81.93,109.28,87.66,1.03490759753593,0.934633812457221,1.24663472507415,7.25461898030939,0.0464,0.083400000000000,3.74,6.74,4.57142857142857,3.89583333333333,0.8868,0.8784,0.8826,0.8785,0.8695,0.874,0.454614268,9.0
99.jpg,0,2.9,2.47,4.6364,2.2833,0.117911254686709,0.692707882749057,0.191026937388356,0.064866379368053,0.283799924500058,164.18,156.61,176.63,161.2,1.01848635235732,0.971526054590571,1.09571960297767,5.57963793152887,0.0135,0.045700000000000,4.96,3.6,4.61224489795918,3.6875,0.9536,0.8533,0.9035,0.9532,0.8535,0.9033,0.4765035,7.0
100.jpg,0,2.98,2.03,4.6522,2.121,0.283788433503757,0.7764096715987,0.833842129363409,0.151832288195605,0.080107427786112,177.79,148.07,177.87,160.33,1.10890039293956,0.923532713777833,1.10939936381214,6.24322526274768,0.0162,0.117700000000000,4.42,4.94,4.3469387755102,5.5625,0.9742,0.9696,0.9719,0.9914,0.9909,0.9912,-0.027238656,7.0
101.jpg,0,2.46,1.9,4.3333,2.2664,0.172384021542514,0.775189888967635,0.754421547845122,0.130009049997821,0.079158731592353,171.26,176.47,190.62,176.51,0.970256642683134,0.999773383944253,1.07993881366495,6.31213647634309,0.0069,0.159100000000000,2.94,2.72,3.18367346938776,4.33333333333333,0.9815,0.9773,0.9794,0.9885,0.9852,0.9868,0.74744788,1.0
102.jpg,0,3.65,1.87,4.2889,2.222,0.425065281939689,0.874378447313885,0.116965338231484,0.161776880416725,0.139573916729664,222.95,173.41,128.97,183.28,1.21644478393715,0.946147970318638,0.703677433435181,6.90699497310455,0.0299,0.084600000000000,4.88,5.62,4.24489795918367,6.0625,0.9534,0.9642,0.9588,0.9602,0.9688,0.9645,-0.826716222,2.0
103.jpg,0,3.54,1.86,4.1333,2.3798,0.432469542986223,0.507816311739887,0.315129439013419,0.183451804797727,0.281545854048983,91.28,129.49,94.56,114.11,0.799929892209272,1.13478222767505,0.828674086407852,5.67371937059598,0.019,0.039100000000000,4.2,3.66,3.38775510204082,4.04166666666667,0.8412,0.6956,0.7684,0.8563,0.7206,0.7885,1.601433108,2.0
104.jpg,0,2.53,2.0,4.0444,2.1946,0.290232758687007,0.479843158003942,1.59549540492319,0.217864504232914,0.255201562510835,117.1,102.26,94.58,105.83,1.10649154304073,0.966266654067845,0.893697439289426,7.63650868098555,0.0511,0.042800000000000,5.1,6.2,4.24489795918367,5.10416666666667,0.7563,0.7707,0.7635,0.7689,0.7779,0.7734,-0.111320311,3.0
105.jpg,0,3.3,1.98,4.7174,2.5444,0.144257398430447,0.309823953644783,0.851230635160071,0.125050108245196,0.213484541073397,72.89,76.72,78.01,75.75,0.962244224422442,1.01280528052805,1.02983498349835,6.43870349888055,0.043,0.040700000000000,4.56,5.08,4.20408163265306,3.39583333333333,0.7081,0.7867,0.7474,0.7125,0.7895,0.751,0.766153126,7.0
106.jpg,0,3.53,2.44,5.4667,2.8332,0.556824596554755,0.270886888492771,1.04836468465243,0.249157403342944,0.254717868458782,43.36,47.9,59.16,47.8,0.907112970711297,1.0020920502092,1.23765690376569,6.58866059985391,0.0377,0.056900000000000,6.7,7.38,5.26530612244898,3.91666666666667,0.4493,0.4956,0.4724,0.4878,0.5213,0.5045,1.181005466,8.0
107.jpg,0,3.35,1.85,4.8043,2.613,0.199167955562904,0.478059211376859,0.957748302518637,0.244010852359908,0.178531153433407,107.28,114.89,108.51,111.88,0.958884519127637,1.02690382552735,0.969878441186986,6.97305994512456,0.0198,0.003800000000000,4.02,4.32,3.83673469387755,4.60416666666667,0.8647,0.8743,0.8695,0.8795,0.8849,0.8822,0.76317422,5.0
108.jpg,0,3.36,1.97,3.9778,2.2812,0.630027496162108,0.645888351826518,0.074410439858055,0.089221831049019,0.118433320740406,164.7,97.65,60.79,113.58,1.45007923930269,0.859746434231379,0.535217467864061,6.44450377160765,0.0612,0.094100000000000,4.58,5.44,3.57142857142857,6.33333333333333,0.9654,0.967,0.9662,0.9694,0.9701,0.9698,-2.230408984,5.0
109.jpg,0,3.77,2.29,4.3778,2.0482,0.664873350815129,0.730035251258973,0.560624958629748,0.199169098413031,0.219853535060257,181.86,97.81,68.98,119.77,1.51841028638223,0.816648576438173,0.575937212991567,7.59454194510613,0.0554,0.072600000000000,4.92,6.76,4.73469387755102,7.0625,0.8502,0.8774,0.8638,0.8681,0.8961,0.8821,-2.60322207,5.0
110.jpg,0,4.9,1.96,3.8,2.0516,0.549205044272312,0.610601929327881,0.91093321438364,0.248895133305593,0.342193603234121,154.41,101.22,69.4,113.6,1.35924295774648,0.891021126760563,0.610915492957747,7.44769399286126,0.0227,0.050600000000000,4.1,4.9,4.26530612244898,6.79166666666667,0.8393,0.7937,0.8165,0.8469,0.8135,0.8302,-1.682161704,4.0
111.jpg,0,4.46,2.36,4.3778,2.2792,0.318466171514527,0.32273409452233,0.771200766260298,0.156398613892873,0.292684519923492,75.26,59.34,69.09,65.15,1.15518035303147,0.910821181887951,1.06047582501919,6.36254693279257,0.0229,0.069100000000000,6.2,6.46,5.46938775510204,5.25,0.8776,0.5913,0.7345,0.8855,0.5893,0.7374,-0.303885269,8.0
112.jpg,0,3.21,1.77,3.8,2.1595,0.572541061594148,0.728868534080299,0.976163733153463,0.293118435898275,0.294941384343738,173.48,124.12,87.92,134.93,1.28570369821389,0.919884384495664,0.651597124434892,7.22885473121801,0.0449,0.016300000000000,3.62,3.9,3.55102040816327,6.83333333333333,0.7679,0.8029,0.7854,0.8083,0.8588,0.8335,-1.250171796,1.0
113.jpg,0,6.6,2.17,4.4773,2.6103,0.268496365418346,0.418867271847011,1.55875758512552,0.219057444559192,0.265298033944875,96.69,92.54,96.12,94.19,1.02654209576388,0.982482216795838,1.02049049792972,7.75648054732962,0.0747,0.061200000000000,5.26,7.78,5.40816326530612,4.16666666666667,0.7599,0.7729,0.7664,0.7588,0.7708,0.7648,0.40009431,8.0
114.jpg,0,4.1,2.38,5.2391,2.3398,0.105321863992837,0.761300949432404,1.22637153667754,0.2130687459931,0.152674157915052,186.56,184.18,188.13,185.37,1.00641959324594,0.993580406754059,1.01488914063764,5.32670004114827,0.019,0.056800000000000,4.44,4.24,4.42857142857143,4.54166666666667,0.9395,0.939,0.9392,0.9389,0.938,0.9384,0.510597122,1.0
115.jpg,0,4.42,1.91,4.1957,2.5177,0.08251751529476,0.716058546712803,0.682279915169011,0.094983619707929,0.17173634664892,181.72,177.64,170.61,178.06,1.02055486914523,0.997641244524318,0.958160170728968,7.13702621778755,0.0374,0.040100000000000,3.96,4.54,3.85714285714286,4.3125,0.9602,0.9628,0.9615,0.9629,0.9652,0.964,0.40657453,4.0
116.jpg,0,3.9,2.06,4.4667,2.2923,0.448704607830032,0.173223416723011,0.866119914097554,0.279025156745016,0.18452558019593,40.59,31.6,20.49,33.09,1.22665457842248,0.954971290420066,0.619220308250227,5.95931647667816,0.0395,0.030500000000000,4.72,5.12,3.87755102040816,5.27083333333333,0.6594,0.6453,0.6524,0.708,0.6898,0.6989,-0.936413235,7.0
117.jpg,0,2.69,1.97,4.2889,2.4273,0.660739852017399,0.710455654585066,1.18642589049764,0.258665773211016,0.280442504399326,166.51,136.4,60.71,137.12,1.21433780630105,0.994749124854142,0.442750875145858,7.25591876492679,0.0537,0.013700000000000,4.42,5.22,3.53061224489796,6.8125,0.8294,0.8068,0.8181,0.8842,0.8678,0.876,-0.949092755,1.0
